time,x_master,y_master,z_master,dx_master,dy_master,dz_master,x_slave,y_slave,z_slave,error_x,error_y,error_z
0.26,12.142955568371956,23.38612855829296,13.312535885113752,112.43172989921004,154.9630956008283,248.4766243059493,115.02219227835619,157.9830058872328,204.4894749429357,102.87923670998423,134.59687732893983,191.17693905782193
0.27,13.284970947391514,24.843095855231464,15.991501340623518,115.58124907839951,134.68945995637503,287.3958031050165,118.07133963731691,137.77941840137987,242.48324147809794,104.7863686899254,112.9363225461484,226.4917401374744
0.28,14.445381870336712,26.042251127650992,19.057419155396516,115.9686925731428,103.13674407900453,325.37047788773475,118.23427429146649,106.19754571904863,280.9862881789491,103.78889242112977,80.15529459139765,261.9288690235526
0.29,15.592221803431256,26.864211916287513,22.48424462730554,112.71990112856257,59.13866926823215,358.9147651003211,114.61082448932247,62.04424754081735,316.9924777647822,99.01860268589121,35.180035624529836,294.5082331374767
0.3,16.68481406441427,27.1834925612843,26.20646032113713,104.9867849687003,2.7413834976919773,383.66762481671793,106.33418722646336,5.344646785117801,346.5987220043124,89.64937316204909,-21.8388457761665,320.39226168317526
0.31,17.674703257499786,26.883583206229904,30.1123508648567,92.08879948730117,-64.21875791829513,394.8597533621337,92.71959406316853,-62.07396135893874,365.3757064672335,75.04489080566874,-88.95754456516865,335.2633556023768
0.32,18.508190066697818,25.87701585462778,34.0438220854362,73.68825787929961,-137.73722374118688,388.1532022352406,73.44709749584808,-136.19842394389212,369.08511469016815,54.93890742915026,-162.0754397985199,335.04129260473195
0.33,19.130652658144964,24.127116937037844,37.8061326357549,49.9646427889288,-211.7248343113644,360.751140069571,48.74112013479043,-210.91004622617314,354.6674934391352,29.610467476645464,-235.03716316321098,316.8613608033803
0.34,19.49238438487862,21.6657295569674,41.18890867923771,21.7334517208878,-278.7490071497307,312.4796386919339,19.48911527849265,-278.7270619135534,321.24814313705934,-0.0032691063859680014,-300.3927914705208,280.0592344578216
0.35,19.55509459128088,18.600223751125764,43.99603822533661,-9.548708401551167,-331.404264333328,246.40636627135598,-12.761401148549458,-332.18149941345524,270.77731000706615,-32.31649573983034,-350.781723164581,226.78127178172954
0.36,19.297729217603354,15.104975353619537,46.07776818021483,-41.927538639838176,-363.9648505540115,168.61767573214945,-45.96205657881716,-365.4820758526786,207.9565478004042,-65.25978579642052,-380.5870512062981,161.87877962018936
0.37,18.72015020313376,11.397281835810832,47.35586692688127,-73.22868367322927,-373.7420180188972,87.07651606881012,-77.8608925659002,-375.8828487229704,139.3545544532062,-96.58104276903396,-387.2801305587812,91.99868752632491
0.38,17.843633889057443,7.703503094485821,47.8340290593861,-101.40130794571621,-361.6146561750977,9.901078056196496,-106.36279056956607,-364.2230743448459,71.97670579141041,-124.20642445862352,-371.9265774393317,24.142676732024313
0.39,16.708009043579047,4.224998371261281,47.59071236792872,-124.83010672317766,-331.54679778477015,-56.31725531833635,-129.84928767684443,-334.4495060386728,11.804072278587835,-146.55729672042347,-338.67450440993406,-35.78664008934088
0.4,15.366199562138556,1.113036178268887,46.75784291436448,-142.53163383869668,-289.3497937556402,-107.5844450698122,-147.3711852044666,-292.3782620156397,-37.202641154978195,-162.73738476660515,-293.49129819390856,-83.96048406934267
0.41,13.877557451519186,-1.5423138318798322,45.49306167553501,-154.1987128339902,-241.21865457332575,-142.7183799449451,-158.68023204814475,-244.22665143389867,-73.4004438532349,-172.55778949966393,-242.68433760201884,-118.89350552876991
0.42,12.301453118110565,-3.7096926499900866,43.95366135511018,-160.1114576810065,-192.54352457211004,-162.84437383007952,-164.12410983496864,-195.41778235905937,-97.14565083086569,-176.4255629530792,-191.7080897090693,-141.09931218597586
